plot_x,plot_y
162.68413887999475,180.7193921890499
161.70692198496383,181.37651940872803
160.59812200092463,182.08001090051636
159.37286007822257,182.8033953914834
158.0474225656721,183.5194108143937
156.6390494540087,184.20088854388962
155.16577483325716,184.82157081693245
153.64629295895412,185.3568830565327
152.09985895766982,185.7845614939253
150.5461696757588,186.0851904765445
149.00522625138834,186.2425726217891
147.49715344724305,186.24400305651383
146.04194471445123,186.08038935355083
144.65915345556434,185.7462486653484
143.3675337416995,185.2395963848103
142.18460460590134,184.56172575665153
141.1261854378866,183.71689816992307
140.20596122277783,182.71194709965042
139.4350467855831,181.55583178401614
138.82164072914696,180.25916489094985
138.3707596768692,178.83370671751348
138.08405194382766,177.2918968197414
137.9597732332297,175.6463834302514
137.9928488507681,173.90962988032373
138.17504808095302,172.09359946316792
138.49527136816891,170.20948441152686
138.93988516707134,168.2675305710145
139.4931494318878,166.27697484148422
140.1376019351444,164.24604691264574
140.85594139950163,162.18130820753316
141.62602473588976,160.09027303937208
142.42725937571018,157.9790179183103
143.23919809059615,155.85316293511897
144.04149796667156,153.7182619422689
144.81411816334895,151.58010177317482
145.5375762491552,149.4449297593413
146.19316114504343,147.3197076026258
146.76313185871354,145.2123199324453
147.23095237757715,143.1317085618716
147.58151376036813,141.08796795258343
147.8013823622597,139.0923534207786
147.87907257955567,137.15721875543608
147.80527027929534,135.2958391990257
147.5730522657725,133.52218535090293
147.17806705278758,131.8505836191327
146.61862617396858,130.29528892972309
145.89576231654485,128.87001264767613
145.01316119853547,127.58739064428329
143.97700111476638,126.45843953917051
142.7957027922504,125.49202216933432
141.47956367376912,124.69433835420311
140.04038937058039,124.06846535234264
138.49107522834655,123.61398489593638
136.84511055970844,123.32674102215434
135.11615503883232,123.19869846653818
133.3176353763134,123.21794617831408
131.46241561371977,123.36885774334681
129.56177156666786,123.63451213746981
127.62789836800202,123.99021343320834
125.67130409540563,124.41022553987328
123.70116578247358,124.86817707509921
121.72588870743104,125.33672677438456
119.7532997679777,125.78837951586087
117.79087869751244,126.19627540279612
115.84600634417633,126.53497288689326
113.92618077717239,126.7811548984309
112.03919130053696,126.91425941915122
110.19327166102664,126.91697714366317
108.3971783749529,126.77561970789888
106.66018526577139,126.48032762952087
104.9920281565786,126.02510952728558
103.40278581693282,125.4077294434389
101.90271794856288,124.62947101220833
100.50205177863651,123.69477574976301
99.21073626890072,122.6107835096475
98.03819965382083,121.3868258288491
96.99310437613157,120.03389622770884
96.08310920727222,118.56412612761319
95.3146764971123,116.99027947175823
94.69293767519999,115.32531763858492
94.22153473374043,113.58203881087114
93.902605067567,111.77277711630477
93.73673868886172,109.90918707968059
93.72303846131648,108.00209575175025
93.85922141276525,106.0614074240628
94.14438554201881,104.09575039144511
94.57285060520441,102.11355375980611
95.1367854746798,100.12213145812741
95.82967490966354,98.12762350156692
96.64441825646594,96.13536870955149
97.57349462494146,94.14997806757735
98.60912574966886,92.17542882820662
99.74342847296329,90.21515673630113
100.96854047193023,88.27215250755093
102.27673919776724,86.3490679534373
103.6605767266767,84.44835426575867
105.11298703349675,82.57239457368104
106.62739310209653,80.72364162489238
108.19779657198573,78.9047818946861
109.81886092249128,77.11888065313644
111.48598312093381,75.36952662722331
113.19533673312674,73.66095860842529
114.94389354694654,71.99816680393731
116.72938117310407,70.38694709116552
118.55021983222251,68.8339215196335
120.40543805400718,67.34650498081781
122.29452569952042,65.93277681406468
124.21727177771388,64.60133775845269
126.17359180093835,63.36109753875023
128.16330191041158,62.22099037446311
130.18598896937954,61.18966887037392
132.24084227542434,60.27517974860375
134.32656314651481,59.48461184956682
136.4416753041323,58.825708371257825
138.58370889949313,58.303555935800354
140.74905751230506,57.91811307137562
142.9342233251433,57.669926423364224
145.13537858760512,57.55765513416371
147.34849033573306,57.578123908651584
149.56946150574282,57.72644753442945
151.79428163725382,57.99625920954844
154.01913739505517,58.37999173874796
156.24053025936112,58.86919331736082
158.45532678422458,59.45488555570592
160.66078157480604,60.12789035077869
162.85453820901768,60.87916359626591
165.0345707929813,61.700102465271534
167.19912126921008,62.58279766347188
169.3466069385824,63.52024174883541
171.47551699099245,64.506487775071
173.58428588791412,65.53674687202616
175.6711868156495,66.6074472668992
177.73420625498161,67.71622661385719
