plot_x,plot_y
176.4580843618984,172.84248218021924
175.09917054910917,174.41256131017718
173.69760925279027,175.9150846565634
172.2363124676595,177.32752202154575
170.70039476903116,178.6225285460989
169.08029591859207,179.76919743693713
167.3743778244315,180.73479394376636
165.59057194029873,181.48666841919535
163.74691591565465,181.99446927058736
161.87053076978432,182.23275666413141
159.99447040435425,182.18421680800282
158.1521076327142,181.8436057444924
156.3699161077344,181.22193490819723
154.66116405404264,180.34911131019842
153.02372858857302,179.27240254312946
151.44442174567308,178.048917393403
149.90927007221433,176.7331055512099
148.41585089307998,175.36367303102378
146.98204673157343,173.95577950297877
145.64687935938997,172.50234789492356
144.46287050025362,170.98370028960724
143.48345563954615,169.38048544649013
142.75086659629858,167.68373136130185
142.28855807335992,165.89826561646012
142.09918728097483,164.03971813793441
142.16638646869654,162.1281786820714
142.45776076152924,160.1819886043187
142.92806171141265,158.2138248140704
143.5227941828407,156.2296351755339
144.1829800764799,154.2299752396535
144.8508515422789,152.21290067244817
145.4750014470369,150.177540646627
146.01391943319277,148.1272037962769
146.43669586819624,146.0717028903738
146.7213716610605,144.02893350984849
146.85222248176757,142.02585942020545
146.81774095286306,140.09857115574468
146.61056083423102,138.29004500704434
146.22410993830334,136.64996428627757
145.66833292809858,135.20910092672068
144.95174902430176,133.98211796305043
144.0812449030448,132.95836366757337
143.05820554037345,132.10369034801315
141.8792007658807,131.37004701540954
140.54099370179352,130.7095980730299
139.04630972111886,130.0879023613586
137.40653263293675,129.49117601429418
135.64018736820265,128.92541158266027
133.76899813357755,128.40897585054145
131.81416431765584,127.9627985215092
129.79424876015958,127.60235585381801
127.72493551823297,127.3334827409463
125.61982539554936,127.15181982590376
123.49156750013167,127.0443928699534
121.35289153537306,126.99168081128535
119.21710963550237,126.96926982942036
117.09804636418194,126.94875438458125
115.00941043811831,126.89822340333235
112.96413994822991,126.78285567849191
110.9743730549399,126.56618747776909
109.05204268824664,126.2126405476883
107.20943827626269,125.69128410491054
105.45853431310988,124.98017520437243
103.80851537690454,124.0702238240805
102.26258549381261,122.96727659493975
100.81682986090703,121.69130802827107
