3.23,4.67,0.0,1.0
3.14,4.72,0.0,1.0
3.04,4.77,0.0,1.0
2.95,4.84,0.0,1.0
2.84,4.88,0.0,1.0
2.74,4.93,0.0,1.0
2.64,4.96,0.0,1.0
2.54,4.97,0.0,1.0
2.43,5.01,0.0,1.0
2.33,5.05,0.0,1.0
2.25,5.11,0.0,1.0
2.18,5.19,0.0,1.0
2.07,5.24,0.0,1.0
1.97,5.27,0.0,1.0
1.86,5.3,0.0,1.0
1.76,5.33,0.0,1.0
1.66,5.34,0.0,1.0
1.62,5.36,0.0,1.0
